Bagged Rubber Bands,Benjamin Patterson,23361,-2.73,1.26,0.7,Yukon,Rubber Bands,0.81
Carina Double Wide Media Storage Towers in Natural & Black,Benjamin Patterson,23361,-921.68,80.98,35,Yukon,Storage & Organization,0.81
8860,Benjamin Patterson,23361,-204.93,65.99,5.26,Yukon,Telephones and Communication,0.56
Okidata ML320 Series Turbo Dot Matrix Printers,Quincy Jones,23396,2799.65,399.98,12.06,Yukon,Office Machines,0.56
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Cindy Chapman,23427,-17.11,15.01,8.4,Yukon,Binders and Binder Accessories,0.39
GBC VeloBinder Electric Binding Machine,Cindy Chapman,23427,1115.14,120.98,9.07,Yukon,Binders and Binder Accessories,0.35
"Bush Cubix Collection Bookcases, Fully Assembled",Ricardo Block,23751,1049.03,220.98,64.66,Yukon,Bookcases,0.62
Boston 16701 Slimline Battery Pencil Sharpener,Cindy Stewart,23943,3.44,15.94,5.45,Yukon,Pens & Art Supplies,0.55
Avery® Durable Slant Ring Binders With Label Holder,Quincy Jones,24608,-43.5,4.18,2.99,Yukon,Binders and Binder Accessories,0.37
Space Solutions Commercial Steel Shelving,Ed Braxton,25507,-267.86,64.65,35,Yukon,Storage & Organization,0.8
Cardinal Holdit Business Card Pockets,Quincy Jones,25509,-103.22,4.98,4.95,Yukon,Binders and Binder Accessories,0.37
i270,Ed Braxton,25952,697.82,65.99,8.99,Yukon,Telephones and Communication,0.55
Targus USB Numeric Keypad,Benjamin Farhat,26336,-83.28,40.98,6.5,Yukon,Computer Peripherals,0.74
"Fellowes Mobile File Cart, Black",Benjamin Farhat,26336,430.32,62.18,12.78,Yukon,Storage & Organization,0.58
Trimflex™ Flexible Post Binders,Cindy Chapman,27558,128.83,21.38,2.99,Yukon,Binders and Binder Accessories,0.37
"O'Sullivan Elevations Bookcase, Cherry Finish",Ed Braxton,27969,-824.09,130.98,54.74,Yukon,Bookcases,0.69
"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Ed Braxton,27969,8.6,83.1,6.13,Yukon,Computer Peripherals,0.45
"Tennsco Lockers, Gray",Ed Braxton,27969,-1533.15,20.98,53.03,Yukon,Storage & Organization,0.78
Canon P1-DHIII Palm Printing Calculator,Bruce Degenhardt,29637,-6.61,17.98,8.51,Yukon,Office Machines,0.4
SANFORD Major Accent™ Highlighters,Cindy Chapman,30469,28.93,7.08,2.35,Yukon,Pens & Art Supplies,0.47
"Carina Mini System Audio Rack, Model AR050B",Benjamin Patterson,31460,-365.32,110.98,35,Yukon,Storage & Organization,0.82
7160,Ashley Jarboe,31939,-75.01,140.99,4.2,Yukon,Telephones and Communication,0.59
Nu-Dell Leatherette Frames,Ashley Jarboe,33826,58.16,14.34,5,Yukon,Office Furnishings,0.49
TimeportP7382,Craig Yedwab,34151,501.54,205.99,8.99,Yukon,Telephones and Communication,0.56
Avery Binding System Hidden Tab™ Executive Style Index Sets,Cindy Chapman,34659,-52.52,5.77,4.97,Yukon,Binders and Binder Accessories,0.35
"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",Ricardo Block,35200,-102.93,9.98,12.52,Yukon,Office Furnishings,0.57
Bagged Rubber Bands,Cindy Chapman,35456,-19.81,1.26,0.7,Yukon,Rubber Bands,0.81
Avery 508,Ashley Jarboe,35840,81.63,4.91,0.5,Yukon,Labels,0.36
Accessory34,Ashley Jarboe,35840,1181.81,85.99,0.99,Yukon,Telephones and Communication,0.55
"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Ashley Jarboe,36069,107.74,35.94,6.66,Yukon,Envelopes,0.4
Tenex Antistatic Computer Chair Mats,Ashley Jarboe,36069,966.81,170.98,13.99,Yukon,Office Furnishings,0.75
Xerox 1922,Ashley Jarboe,36069,-92.01,4.98,7.44,Yukon,Paper,0.36
"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Benjamin Patterson,36640,119.47,22.24,1.99,Yukon,Computer Peripherals,0.43
Newell 320,Ashley Jarboe,36931,-15.79,4.28,1.6,Yukon,Pens & Art Supplies,0.58
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Ed Braxton,37543,-4.5,36.55,13.89,Yukon,Pens & Art Supplies,0.41
"Hot File® 7-Pocket, Floor Stand",Cindy Stewart,39111,-114.22,178.47,19.99,Yukon,Storage & Organization,0.55
Gyration Ultra Professional Cordless Optical Suite,Cindy Stewart,39111,1767.56,300.97,7.18,Yukon,Computer Peripherals,0.48
M3682,Ed Braxton,39139,-408.25,125.99,8.08,Yukon,Telephones and Communication,0.57
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Ed Braxton,39139,-719.17,58.14,36.61,Yukon,Bookcases,0.61
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Ed Braxton,39139,2042.58,209.84,21.21,Yukon,Office Furnishings,0.59
Staples SlimLine Pencil Sharpener,Ashley Jarboe,39490,-61.61,11.97,5.81,Yukon,Pens & Art Supplies,0.6
Hon Non-Folding Utility Tables,Ashley Jarboe,39490,16.47,159.31,60,Yukon,Tables,0.55
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Cindy Chapman,39938,-41.66,34.58,8.99,Yukon,Pens & Art Supplies,0.56
Ibico Covers for Plastic or Wire Binding Elements,Dianna Vittorini,40098,-9.19,11.5,7.19,Yukon,Binders and Binder Accessories,0.4
"Wirebound Service Call Books, 5 1/2"" x 4""",Dianna Vittorini,40098,190.93,9.68,2.03,Yukon,Paper,0.37
Fellowes EZ Multi-Media Keyboard,Dario Medina,41056,-138.84,34.98,7.53,Yukon,Computer Peripherals,0.76
"Memorex 4.7GB DVD-RAM, 3/Pack",Ed Braxton,42115,224.71,31.78,1.99,Yukon,Computer Peripherals,0.42
Eldon Portable Mobile Manager,Ed Braxton,42115,-93.46,28.28,13.99,Yukon,Storage & Organization,0.58
Polycom ViaVideo™ Desktop Video Communications Unit,Ed Braxton,43459,6441.18,574.74,24.49,Yukon,Office Machines,0.37
Holmes HEPA Air Purifier,Ashley Jarboe,45476,204.58,21.78,5.94,Yukon,Appliances,0.5
Canon PC1080F Personal Copier,Dario Medina,45958,5513.86,599.99,24.49,Yukon,Copiers and Fax,0.5
"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Dario Medina,45958,13.83,6.69,3.1,Yukon,Paper,0.36
Sterilite Officeware Hinged File Box,Dario Medina,47591,-92.25,10.48,6.91,Yukon,Storage & Organization,0.58
Fiskars® Softgrip Scissors,Benjamin Farhat,49764,17.15,10.98,3.37,Yukon,"Scissors, Rulers and Trimmers",0.57
Anderson Hickey Conga Table Tops & Accessories,Dianna Vittorini,50118,-409.79,15.23,27.75,Yukon,Tables,0.76
Staples Brown Kraft Recycled Clasp Envelopes,Dario Medina,50183,-39.67,5.58,5.3,Yukon,Envelopes,0.35
Epson C82 Color Inkjet Printer,Cindy Stewart,50786,-192.3,119.99,14,Yukon,Office Machines,0.36
"24 Capacity Maxi Data Binder Racks, Pearl",Cindy Stewart,50978,-150.29,210.55,9.99,Yukon,Storage & Organization,0.6
Carina Double Wide Media Storage Towers in Natural & Black,Bruce Degenhardt,50983,-1022.02,80.98,35,Yukon,Storage & Organization,0.81
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Bruce Degenhardt,50983,-28.58,15.51,5.8,Yukon,Storage & Organization,0.6
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Cindy Stewart,52002,-566.5,218.75,69.64,Yukon,Tables,0.77
Xerox 217,Trudy Bell,52227,-164.18,6.48,8.19,Yukon,Paper,0.37
Bush Advantage Collection® Round Conference Table,Bruce Degenhardt,52261,611.11,212.6,52.2,Yukon,Tables,0.64
Canon MP41DH Printing Calculator,Ashley Jarboe,52743,2812.63,150.98,13.99,Yukon,Office Machines,0.38
Wirebound Voice Message Log Book,Cindy Chapman,53120,-0.45,4.76,0.88,Yukon,Paper,0.39
"Tennsco Lockers, Gray",Anna Chung,53920,-815.79,20.98,53.03,Yukon,Storage & Organization,0.78
Xerox 1894,Rob Williams,54630,-34.53,6.48,6.22,Yukon,Paper,0.37
OIC Thumb-Tacks,Quincy Jones,55299,-2.66,1.14,0.7,Yukon,Rubber Bands,0.38
TI 30X Scientific Calculator,Dario Medina,55520,34.63,11.99,5.99,Yukon,Office Machines,0.36
"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Benjamin Farhat,55653,7719.21,500.98,28.14,Yukon,Office Machines,0.38
Hon 94000 Series Round Tables,Quincy Jones,56577,698.67,296.18,54.12,Yukon,Tables,0.76
Xerox 1885,Trudy Bell,56711,558.25,48.04,7.23,Yukon,Paper,0.37
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Cindy Stewart,56769,98.02,37.93,13.99,Yukon,Office Furnishings,0.67
DPC 650 Piper,Rob Williams,57440,-43.25,115.99,2.5,Yukon,Telephones and Communication,0.58
Accessory25,Trudy Bell,57889,216.7,20.99,0.99,Yukon,Telephones and Communication,0.57
Kleencut® Forged Office Shears by Acme United Corporation,Benjamin Farhat,58564,-82.63,2.08,2.56,Yukon,"Scissors, Rulers and Trimmers",0.55
Wilson Jones Custom Binder Spines & Labels,Dianna Vittorini,59072,-51.7,5.44,7.46,Yukon,Binders and Binder Accessories,0.36
Xerox 1883,Dianna Vittorini,59072,175.03,26.38,5.58,Yukon,Paper,0.39
Accessory37,Dianna Vittorini,59072,-112.19,20.99,2.5,Yukon,Telephones and Communication,0.81
V2397,Dianna Vittorini,59072,1286.53,125.99,2.5,Yukon,Telephones and Communication,0.58
Accessory15,Anna Chung,59652,-55.94,20.99,0.99,Yukon,Telephones and Communication,0.83
Kleencut® Forged Office Shears by Acme United Corporation,Cindy Chapman,59783,-60.07,2.08,2.56,Yukon,"Scissors, Rulers and Trimmers",0.55
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Brad Thomas,195,260.87,36.55,13.89,Yukon,Pens & Art Supplies,0.41
"Eldon® Expressions™ Wood Desk Accessories, Oak",Bart Folk,224,-33.95,7.38,5.21,Yukon,Office Furnishings,0.56
Xerox 193,Bart Folk,224,-65.43,5.98,5.15,Yukon,Paper,0.36
"Decoflex Hanging Personal Folder File, Blue",Bart Folk,224,-149.92,15.42,10.68,Yukon,Storage & Organization,0.58
3M Organizer Strips,Paul Lucas,263,-136.25,5.4,7.78,Yukon,Binders and Binder Accessories,0.37
"Quartet Alpha® White Chalk, 12/Pack",Dean Percer,353,3.88,2.21,1,Yukon,Pens & Art Supplies,0.38
"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Robert Barroso,417,8734.88,500.98,28.14,Yukon,Office Machines,0.38
"Hot File® 7-Pocket, Floor Stand",Robert Barroso,417,-170.98,178.47,19.99,Yukon,Storage & Organization,0.55
iDENi80s,Brad Thomas,448,-284.63,65.99,19.99,Yukon,Telephones and Communication,0.59
Eldon Expressions Mahogany Wood Desk Collection,David Kendrick,871,-34.97,6.24,5.22,Yukon,Office Furnishings,0.6
Micro Innovations 104 Keyboard,Luke Foster,929,-100.16,10.97,6.5,Yukon,Computer Peripherals,0.64
Kleencut® Forged Office Shears by Acme United Corporation,Luke Foster,929,-64.29,2.08,2.56,Yukon,"Scissors, Rulers and Trimmers",0.55
Sharp EL500L Fraction Calculator,Maureen Gastineau,967,-37.58,13.99,7.51,Yukon,Office Machines,0.39
Panasonic KP-150 Electric Pencil Sharpener,Maureen Gastineau,967,502.42,37.74,2.9,Yukon,Pens & Art Supplies,0.59
Hon Rectangular Conference Tables,Maureen Gastineau,967,1836.81,227.55,32.48,Yukon,Tables,0.68
5165,Ed Jacobs,1411,1717.89,175.99,4.99,Yukon,Telephones and Communication,0.59
Rediform S.O.S. Phone Message Books,Dave Poirier,1575,56.28,4.98,0.8,Yukon,Paper,0.36
8860,Dave Poirier,1575,-147.02,65.99,5.26,Yukon,Telephones and Communication,0.56
Belkin OmniView SE Rackmount Kit,Aleksandra Gannaway,1637,-1191.13,35.48,35,Yukon,Storage & Organization,0.85
US Robotics 56K V.92 External Faxmodem,Aleksandra Gannaway,1637,-95.52,99.99,19.99,Yukon,Computer Peripherals,0.52
"Boston School Pro Electric Pencil Sharpener, 1670",Aleksandra Gannaway,1637,19.57,30.98,8.99,Yukon,Pens & Art Supplies,0.58
Hon iLevel™ Computer Training Table,Kean Thornton,1888,-1249.39,31.76,45.51,Yukon,Tables,0.65
Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Kean Thornton,1888,-114.74,4.57,5.42,Yukon,Binders and Binder Accessories,0.37
ACCOHIDE® Binder by Acco,Rob Lucas,2052,-68.14,4.13,5.34,Yukon,Binders and Binder Accessories,0.38
#10- 4 1/8" x 9 1/2" Recycled Envelopes,Nora Paige,2055,-32.35,8.74,8.29,Yukon,Envelopes,0.38
Durable Pressboard Binders,Eric Barreto,2309,-1.3,3.8,1.49,Yukon,Binders and Binder Accessories,0.38
Xerox 1899,Sara Luxemburg,2341,-58.25,5.78,4.96,Yukon,Paper,0.36
Xerox 1929,Adam Hart,2436,83.24,22.84,5.47,Yukon,Paper,0.39
Cardinal Poly Pocket Divider Pockets for Ring Binders,Bobby Elias,2500,-25.56,3.36,6.27,Yukon,Binders and Binder Accessories,0.4
TDK 4.7GB DVD+RW,Roland Fjeld,2535,-29.71,14.48,1.99,Yukon,Computer Peripherals,0.49
Xerox 1905,Bill Shonely,2658,-189.33,6.48,9.54,Yukon,Paper,0.37
"Decoflex Hanging Personal Folder File, Blue",Bill Shonely,2658,-185.8,15.42,10.68,Yukon,Storage & Organization,0.58
5180,Dave Poirier,2725,396.97,65.99,8.99,Yukon,Telephones and Communication,0.56
"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",Denny Ordway,2756,-13.77,55.94,4,Yukon,Computer Peripherals,0.74
Avery 48,Denny Ordway,2756,111.75,6.3,0.5,Yukon,Labels,0.39
"Hot File® 7-Pocket, Floor Stand",Bill Tyler,2853,943,178.47,19.99,Yukon,Storage & Organization,0.55
Xerox 1939,Maureen Gastineau,2914,-24.74,18.97,9.54,Yukon,Paper,0.37
iDEN i550,Alan Schoenberger,2978,1312.04,205.99,19.99,Yukon,Telephones and Communication,0.6
Multimedia Mailers,Alan Schoenberger,2978,2077.91,162.93,19.99,Yukon,Envelopes,0.39
Multimedia Mailers,Charles Crestani,3008,3081.02,162.93,19.99,Yukon,Envelopes,0.39
"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Christy Brittain,3042,15.42,4.26,1.2,Yukon,Pens & Art Supplies,0.44
Newell 340,Paul Lucas,3078,0.35,2.88,0.7,Yukon,Pens & Art Supplies,0.56
Economy Rollaway Files,Bradley Drucker,3175,521.69,165.2,19.99,Yukon,Storage & Organization,0.59
Logitech Access Keyboard,Bryan Spruell,3300,-47.36,15.98,4,Yukon,Computer Peripherals,0.37
BPI Conference Tables,Adam Hart,3328,-762.44,146.05,80.2,Yukon,Tables,0.71
Prang Drawing Pencil Set,Bryan Spruell,3525,11.41,2.78,1.34,Yukon,Pens & Art Supplies,0.45
Eldon® 500 Class™ Desk Accessories,Tom Prescott,3526,20.67,12.07,6.2,Yukon,Office Furnishings,0.52
Staples Brown Kraft Recycled Clasp Envelopes,Eric Barreto,3621,-28.83,5.58,5.3,Yukon,Envelopes,0.35
GBC Instant Index™ System for Binding Systems,Brad Thomas,3649,-15.46,8.88,6.28,Yukon,Binders and Binder Accessories,0.35
Avery 514,Brad Thomas,3649,17.14,2.88,0.99,Yukon,Labels,0.36
Eldon® Wave Desk Accessories,Karl Brown,3654,-151.15,2.08,5.33,Yukon,Office Furnishings,0.43
Eldon Portable Mobile Manager,Thomas Thornton,3814,-138.02,28.28,13.99,Yukon,Storage & Organization,0.58
Hanging Personal Folder File,Bobby Elias,3911,-156.76,15.7,11.25,Yukon,Storage & Organization,0.6
"O'Sullivan Elevations Bookcase, Cherry Finish",Anthony Garverick,4134,-824.15,130.98,54.74,Yukon,Bookcases,0.69
Microsoft Multimedia Keyboard,Anthony Garverick,4134,-16.05,30.97,4,Yukon,Computer Peripherals,0.74
Executive Impressions 14" Two-Color Numerals Wall Clock,Tamara Willingham,4230,21.96,22.72,8.99,Yukon,Office Furnishings,0.44
5180,Tamara Willingham,4230,456.81,65.99,8.99,Yukon,Telephones and Communication,0.56
Sanford 52201 APSCO Electric Pencil Sharpener,Dan Campbell,4324,154.85,40.97,8.99,Yukon,Pens & Art Supplies,0.59
Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Thea Hendricks,4581,739.91,90.48,19.99,Yukon,Envelopes,0.4
Catalog Binders with Expanding Posts,Bradley Drucker,4706,488.82,67.28,19.99,Yukon,Binders and Binder Accessories,0.4
Plymouth Boxed Rubber Bands by Plymouth,David Kendrick,4738,-7.97,4.71,0.7,Yukon,Rubber Bands,0.8
Hon iLevel™ Computer Training Table,Christy Brittain,4771,-126.47,31.76,45.51,Yukon,Tables,0.65
"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Kean Thornton,4804,103.26,33.98,1.99,Yukon,Computer Peripherals,0.45
Bretford CR8500 Series Meeting Room Furniture,Luke Foster,4870,2048.63,400.98,42.52,Yukon,Tables,0.71
"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Giulietta Dortch,4931,46.49,8.17,1.69,Yukon,Paper,0.38
T18,Giulietta Dortch,4931,1371.74,110.99,2.5,Yukon,Telephones and Communication,0.57
"Sanford Prismacolor® Professional Thick Lead Art Pencils, 36-Color Set",Mark Haberlin,5094,-38.28,37.44,4.27,Yukon,Pens & Art Supplies,0.46
"TOPS Money Receipt Book, Consecutively Numbered in Red,",Bradley Drucker,5188,31,8.01,2.87,Yukon,Paper,0.4
Keytronic French Keyboard,Evan Henry,5189,-221.12,73.98,14.52,Yukon,Computer Peripherals,0.65
Avery 506,Bobby Elias,5408,38.35,4.13,0.5,Yukon,Labels,0.39
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Bobby Elias,5408,1216.74,209.84,21.21,Yukon,Office Furnishings,0.59
Xerox 1966,Karl Brown,5472,-84.33,6.48,6.65,Yukon,Paper,0.36
"Tenex Personal Project File with Scoop Front Design, Black",Karl Brown,5472,-24.44,13.48,4.51,Yukon,Storage & Organization,0.59
8890,Karl Brown,5472,-182.97,115.99,5.92,Yukon,Telephones and Communication,0.58
US Robotics 56K V.92 External Faxmodem,Grant Thornton,5702,199.73,99.99,19.99,Yukon,Computer Peripherals,0.52
Canon PC1060 Personal Laser Copier,Giulietta Dortch,5958,-2397.44,699.99,24.49,Yukon,Copiers and Fax,0.41
Hon Non-Folding Utility Tables,Giulietta Dortch,5958,27.74,159.31,60,Yukon,Tables,0.55
Belkin 6 Outlet Metallic Surge Strip,Eric Barreto,5984,-31.39,10.89,4.5,Yukon,Appliances,0.59
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Eric Barreto,5984,14.48,10.64,5.16,Yukon,Office Furnishings,0.57
Staples Plastic Wall Frames,Eric Barreto,5984,22.25,7.96,4.95,Yukon,Office Furnishings,0.41
3M Office Air Cleaner,Ellis Ballard,5989,-6.64,25.98,5.37,Yukon,Appliances,0.5
Prang Drawing Pencil Set,Ellis Ballard,5989,-3.2,2.78,1.34,Yukon,Pens & Art Supplies,0.45
Xerox 200,Eric Murdock,5990,-27.78,6.48,6.35,Yukon,Paper,0.37
Eldon® Wave Desk Accessories,Aleksandra Gannaway,6054,-5.87,2.08,5.33,Yukon,Office Furnishings,0.43
"Decoflex Hanging Personal Folder File, Blue",Aleksandra Gannaway,6054,-231.34,15.42,10.68,Yukon,Storage & Organization,0.58
"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Jill Fjeld,6531,-145.1,4.37,5.15,Yukon,Appliances,0.59
Prismacolor Color Pencil Set,Jill Fjeld,6531,143.04,19.84,4.1,Yukon,Pens & Art Supplies,0.44
Logitech Access Keyboard,Anne McFarland,6564,110.6,15.98,4,Yukon,Computer Peripherals,0.37
"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Kean Thornton,6566,250.01,33.98,1.99,Yukon,Computer Peripherals,0.45
Staples Metal Binder Clips,Astrea Jones,6693,6.46,2.62,0.8,Yukon,Rubber Bands,0.39
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Robert Barroso,6753,14.57,6.64,4.95,Yukon,Office Furnishings,0.37
Newell 343,Bobby Elias,6788,12.69,2.94,0.96,Yukon,Pens & Art Supplies,0.58
Assorted Color Push Pins,Bobby Elias,6788,-2.62,1.81,0.75,Yukon,Rubber Bands,0.52
Xerox 1938,Peter Buhler,6880,21.78,47.9,5.86,Yukon,Paper,0.37
"Hot File® 7-Pocket, Floor Stand",Maureen Gastineau,6886,2385.3,178.47,19.99,Yukon,Storage & Organization,0.55
Bretford Rectangular Conference Table Tops,Dean Katz,7042,-347.16,376.13,85.63,Yukon,Tables,0.74
"Eldon Regeneration Recycled Desk Accessories, Smoke",Giulietta Dortch,7043,-8.93,1.74,4.08,Yukon,Office Furnishings,0.53
DAX Wood Document Frame,Thomas Thornton,7174,12.2,13.73,8.99,Yukon,Office Furnishings,0.49
"80 Minute CD-R Spindle, 100/Pack - Staples",Karen Carlisle,7458,-69.84,39.48,1.99,Yukon,Computer Peripherals,0.54
Howard Miller Distant Time Traveler Alarm Clock,Karl Brown,7812,-5.18,27.42,19.46,Yukon,Office Furnishings,0.44
Chromcraft 48" x 96" Racetrack Double Pedestal Table,Karl Brown,7812,104.48,320.64,29.2,Yukon,Tables,0.66
"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Peter Buhler,7840,-139.35,4.89,4.93,Yukon,Computer Peripherals,0.66
Global Deluxe High-Back Office Chair in Storm,Carlos Meador,7938,-357.65,135.99,28.63,Yukon,Chairs & Chairmats,0.76
"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Charles Crestani,8001,-81.08,2.18,7.09,Yukon,Paper,0.38
Acco Perma® 3000 Stacking Storage Drawers,Charles Crestani,8001,112.22,20.98,5.42,Yukon,Storage & Organization,0.66
Bevis Steel Folding Chairs,Maureen Gastineau,8101,-1216.64,95.95,74.35,Yukon,Chairs & Chairmats,0.57
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Maureen Gastineau,8101,-9.32,34.58,8.99,Yukon,Pens & Art Supplies,0.56
Avery 494,Giulietta Dortch,8161,39.19,2.61,0.5,Yukon,Labels,0.39
Xerox 23,Karl Brown,8320,-28.45,6.48,5.14,Yukon,Paper,0.37
Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jennifer Patt,8325,-220.05,115.99,56.14,Yukon,Office Machines,0.4
Newell 336,Jennifer Patt,8325,13.92,4.28,0.94,Yukon,Pens & Art Supplies,0.56
Boston 16765 Mini Stand Up Battery Pencil Sharpener,Cynthia Voltz,8576,-164.25,11.66,8.99,Yukon,Pens & Art Supplies,0.59
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,David Kendrick,8582,436.02,105.34,24.49,Yukon,Office Furnishings,0.61
Executive Impressions 12" Wall Clock,Giulietta Dortch,8832,8.65,17.67,8.99,Yukon,Office Furnishings,0.47
Canon F603 Scientific Calculator,Barry Pond,8901,-16.19,9.99,6.24,Yukon,Office Machines,0.36
Hammermill Color Copier Paper (28Lb. and 96 Bright),Tony Molinari,8930,-92.32,9.99,11.59,Yukon,Paper,0.4
Xerox 194,Julia Barnett,8999,590.35,55.48,14.3,Yukon,Paper,0.37
Nu-Dell Leatherette Frames,Adam Hart,9091,129.33,14.34,5,Yukon,Office Furnishings,0.49
Xerox 1979,Adam Hart,9091,489.14,30.98,8.74,Yukon,Paper,0.4
Tennsco Regal Shelving Units,Jeremy Pistek,9092,-457.73,101.41,35,Yukon,Storage & Organization,0.82
T60,Jeremy Pistek,9092,-268.66,95.99,4.9,Yukon,Telephones and Communication,0.56
"Imation Neon Mac Format Diskettes, 10/Pack",Cyra Reiten,9093,-99.02,8.12,2.83,Yukon,Computer Peripherals,0.77
"Global Leather Task Chair, Black",Giulietta Dortch,9251,-400.33,89.99,42,Yukon,Chairs & Chairmats,0.66
Safco Industrial Wire Shelving,Christy Brittain,9344,-505.69,95.99,35,Yukon,Storage & Organization,
SC7868i,Christy Brittain,9344,900.41,125.99,8.99,Yukon,Telephones and Communication,0.55
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Thomas Thornton,9824,540.67,48.92,4.5,Yukon,Appliances,0.59
Avery 506,Thomas Thornton,9824,2.75,4.13,0.5,Yukon,Labels,0.39
"Sanford Colorific Colored Pencils, 12/Box",Thomas Thornton,9824,-1.49,2.88,1.01,Yukon,Pens & Art Supplies,0.55
Zebra Zazzle Fluorescent Highlighters,Dan Campbell,10052,19.57,6.08,0.91,Yukon,Pens & Art Supplies,0.51
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Dan Campbell,10052,107.11,19.9,5.29,Yukon,Appliances,0.4
Cardinal Poly Pocket Divider Pockets for Ring Binders,Dan Campbell,10052,-216.15,3.36,6.27,Yukon,Binders and Binder Accessories,0.4
Fellowes 17-key keypad for PS/2 interface,Grant Thornton,10080,-26.83,30.73,4,Yukon,Computer Peripherals,0.75
GBC Standard Plastic Binding Systems Combs,Brian Stugart,10117,-6.96,8.85,5.6,Yukon,Binders and Binder Accessories,0.36
Canon PC940 Copier,Brian Stugart,10117,-266.62,449.99,24.49,Yukon,Copiers and Fax,0.52
Hand-Finished Solid Wood Document Frame,Evan Henry,10146,211.59,34.23,5.02,Yukon,Office Furnishings,0.55
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Astrea Jones,10245,-1231.98,100.98,57.38,Yukon,Bookcases,0.78
g520,Grant Thornton,10277,542.25,65.99,5.26,Yukon,Telephones and Communication,0.59
"Master Caster Door Stop, Brown",Julia Barnett,10305,20.6,5.08,2.03,Yukon,Office Furnishings,0.51
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Bradley Drucker,10339,3066.17,209.84,21.21,Yukon,Office Furnishings,0.59
Newell 336,Evan Henry,10466,16.21,4.28,0.94,Yukon,Pens & Art Supplies,0.56
Safco Industrial Wire Shelving,Yana Sorensen,10562,-335.06,95.99,35,Yukon,Storage & Organization,
Hoover Upright Vacuum With Dirt Cup,Julia Barnett,10563,2723.31,289.53,19.99,Yukon,Appliances,0.56
Xerox 207,Julia Barnett,10563,-90.42,6.48,5.4,Yukon,Paper,0.37
Hewlett-Packard 4.7GB DVD+R Discs,Joni Wasserman,10658,29.24,8.5,1.99,Yukon,Computer Peripherals,0.49
"AT&T Black Trimline Phone, Model 210",Joni Wasserman,10658,-69.64,15.99,9.4,Yukon,Office Machines,0.49
600 Series Flip,Joni Wasserman,10658,4.75,95.99,8.99,Yukon,Telephones and Communication,0.57
Xerox 1930,Aaron Hawkins,10662,-141.26,6.48,6.81,Yukon,Paper,0.36
Avery Binder Labels,Dan Campbell,10948,-263.76,3.89,7.01,Yukon,Binders and Binder Accessories,0.37
Fellowes Binding Cases,Victoria Pisteka,11014,1.16,11.7,5.63,Yukon,Binders and Binder Accessories,0.4
Rush Hierlooms Collection Rich Wood Bookcases,Charles Crestani,11077,-229.68,160.98,35.02,Yukon,Bookcases,0.72
StarTAC 3000,Evan Henry,11174,603.46,125.99,7.69,Yukon,Telephones and Communication,0.59
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Robert Barroso,11236,74.07,6.88,2,Yukon,Paper,0.39
